Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,AllStar,AllNBA,AllDef,Center
373,Donta Smith,SG,22,ATL,23,127,12.7,0.589,0.148,0.444,2.8,10.7,6.6,11.4,3.3,0,11,13,0.2,0.1,0.3,0.104,-0.8,-1.5,-2.2,0,0,0,0,0
374,J.R. Smith,SG,20,NOK,55,989,12.7,0.515,0.383,0.276,2.2,11.3,6.6,10.3,2,0.3,11.6,21.9,0.4,0.8,1.2,0.06,-0.4,-1.5,-1.9,0,0,0,0,0
375,Joe Smith,PF,30,MIL,44,887,16.1,0.533,0.007,0.377,10.9,20.1,15.4,6,1.4,1.2,10.1,20.4,1.4,0.9,2.3,0.123,-1.3,-0.8,-2.1,0,0,0,0,0
376,Josh Smith,SF,20,ATL,80,2559,15.5,0.5,0.142,0.377,8,17.2,12.5,12.2,1.3,6.2,15.2,18.9,1.5,2.1,3.6,0.067,-1.2,1.9,0.7,1.8,0,0,0,0
377,Eric Snow,PG,32,CLE,82,2351,8.1,0.444,0.025,0.233,1.9,8.1,5,22.2,1.7,0.6,20.9,10.9,0,2,2.1,0.042,-3.1,0.6,-2.4,-0.3,0,0,0,0
378,Kirk Snyder,SG,22,NOK,68,1310,14.6,0.537,0.285,0.258,4.9,9.9,7.3,13.9,1.2,1.4,12.2,20.5,1.4,0.9,2.2,0.082,0.5,-1,-0.5,0.5,0,0,0,0
379,Darius Songaila,PF,27,CHI,62,1329,13.6,0.524,0.01,0.234,6.6,14.6,10.6,11.5,1.4,0.9,13.6,21.3,0.7,1.8,2.5,0.09,-1.9,0.8,-1.1,0.3,0,0,0,0
380,Pape Sow,C,24,TOR,42,590,9.5,0.496,0,0.463,10.7,19.9,15.1,2,1.9,2.5,16.8,14,0.2,0.4,0.6,0.045,-3.5,-0.6,-4,-0.3,0,0,0,1
381,Jerry Stackhouse,SG,31,DAL,55,1525,14.5,0.511,0.216,0.367,2.6,9.4,6,18,1.3,0.5,14.7,25.2,1.2,1.2,2.4,0.076,0.2,-1.6,-1.4,0.2,0,0,0,0
382,DeShawn Stevenson,SG,24,ORL,82,2648,10.9,0.507,0.019,0.31,2.8,8.3,5.6,10.1,1.2,0.5,12.2,18.1,1.2,1.3,2.4,0.044,-1.7,-0.7,-2.4,-0.3,0,0,0,0
383,Peja Stojakovic,SF,28,SAC/IND,71,2601,16.7,0.57,0.397,0.255,3.6,14.6,9.3,9.4,0.9,0.3,8.3,22,5.2,2.8,8,0.147,1.9,-0.8,1.1,2,0,0,0,0
384,Awvee Storey,SF,28,WAS,25,116,9.2,0.456,0.171,0.341,7.8,14.5,11,5.6,1.3,0.7,9.6,20,0,0.1,0.1,0.039,-3.3,-2.5,-5.8,-0.1,0,0,0,0
385,Damon Stoudamire,PG,32,MEM,27,862,13.7,0.504,0.362,0.216,3.3,10,6.7,26.6,1.2,0.1,14.9,20.8,0.7,1,1.7,0.093,0.5,-0.8,-0.3,0.4,0,0,0,0
386,Salim Stoudamire,SG,23,ATL,61,1236,12.5,0.545,0.439,0.224,1.1,10.4,5.6,10.5,1.2,0.2,13.2,22.9,1.1,0,1.2,0.046,-0.2,-4,-4.3,-0.7,0,0,0,0
387,Amar'e Stoudemire,C,23,PHO,3,50,17.8,0.42,0.037,0.333,13.6,21.7,17.8,5.9,1,4.2,3.1,28.7,0,0.1,0.1,0.085,-4.6,-1.6,-6.2,-0.1,0,0,0,1
388,Mike Sweetney,C,23,CHI,66,1222,13.9,0.499,0,0.459,11.2,21.7,16.5,8.2,0.8,3.6,15.1,23.2,0.1,2.1,2.1,0.084,-3.4,1.5,-1.9,0,0,0,0,1
389,Robert Swift,C,20,SEA,47,987,12.7,0.536,0,0.378,11.3,21.1,16.2,1.2,0.8,4.4,14.8,15,0.7,0.3,1.1,0.052,-2.7,-1.5,-4.2,-0.6,0,0,0,1
390,Stromile Swift,C,26,HOU,66,1344,14.6,0.533,0.004,0.456,9.1,16.1,12.7,3.6,1.5,3,14.2,22.7,0.4,2.1,2.5,0.091,-3.7,0.3,-3.4,-0.5,0,0,0,1
391,Wally Szczerbiak,SF,28,MIN/BOS,72,2729,17.7,0.595,0.252,0.306,3.5,10.2,6.9,14.1,0.8,0.5,10.6,22.1,6.3,1.7,8,0.141,2.3,-1.5,0.8,1.9,0,0,0,0
392,Chris Taft,C,20,GSW,17,144,15.6,0.578,0,0.158,14.4,13.5,13.9,2.4,0.7,3.6,4.7,13.2,0.3,0.1,0.5,0.155,-1.1,-0.4,-1.5,0,0,0,0,1
393,Donell Taylor,SG,23,WAS,51,465,10.1,0.452,0.125,0.316,3.9,9.5,6.6,15.2,3.4,0.7,18,18.1,-0.3,0.5,0.2,0.017,-3.2,0.2,-2.9,-0.1,0,0,0,0
394,Maurice Taylor,PF,29,NYK,67,1210,8.5,0.496,0.003,0.213,6.5,16.7,11.5,7.9,0.9,0.9,19.5,19.8,-1,0.4,-0.5,-0.021,-3.8,-1.3,-5,-0.9,0,0,0,0
395,Sebastian Telfair,PG,20,POR,68,1641,13,0.491,0.28,0.303,1.4,7.5,4.4,26.5,2.2,0.3,14.9,22.2,0.4,0.2,0.6,0.017,-0.1,-2.7,-2.8,-0.3,0,0,0,0
396,Jason Terry,PG,28,DAL,80,2798,18.4,0.575,0.379,0.191,1.4,5.4,3.4,19.6,2,0.7,10.2,22.2,7.4,2.3,9.6,0.165,4.3,-1.5,2.8,3.4,0,0,0,0
397,Billy Thomas,SG,30,WAS,17,131,9.8,0.465,0.75,0.05,4.3,8.2,6.2,10.6,4,0.6,12.8,16,0,0.2,0.2,0.063,0.2,0,0.3,0.1,0,0,0,0
398,Etan Thomas,C,27,WAS,71,1121,13.6,0.56,0,0.508,10,19.3,14.5,2,0.9,4.7,14.5,14,1.2,1.3,2.5,0.107,-2.8,0.3,-2.4,-0.1,0,0,0,1
399,James Thomas,PF,25,PHI/CHI,22,150,5.4,0.556,0,0.737,9.3,21,15.2,1,0,1.5,21.8,9.8,0,0.1,0.2,0.052,-5.2,-2.4,-7.6,-0.2,0,0,0,0
400,John Thomas,C,30,MEM/ATL/NJN,16,127,3.4,0.447,0,0.267,9.1,9.6,9.3,2.4,1.3,1.3,32.3,9.1,-0.1,0.1,0,-0.017,-5.9,-1.3,-7.2,-0.2,0,0,0,1
401,Kenny Thomas,PF,28,SAC,82,2293,15,0.539,0.002,0.338,10.3,21.2,15.8,12,1.6,1.2,16.3,16.6,2.2,3.3,5.5,0.115,-1,1.7,0.7,1.6,0,0,0,0
402,Kurt Thomas,C,33,PHO,53,1411,13.1,0.527,0,0.235,8.2,24.1,16.3,5.6,0.8,2.7,11.7,15.5,1.3,2,3.3,0.112,-2.5,1.4,-1.1,0.3,0,0,0,1
403,Tim Thomas,PF-SF,28,CHI/PHO,29,666,12.2,0.535,0.424,0.16,3.8,17.8,10.9,4.4,1.2,0.7,10.5,21.1,0.2,0.7,0.9,0.065,-1.3,-1.4,-2.7,-0.1,0,0,0,0
404,Dijon Thompson,SG,22,PHO,10,43,22,0.541,0.44,0.08,10.6,17.7,14.2,3.9,3.5,1.6,7.2,29.1,0.1,0.1,0.1,0.146,1.3,-2.2,-0.9,0,0,0,0,0
405,Jamaal Tinsley,PG,27,IND,42,1122,12.1,0.458,0.181,0.236,3.7,9.8,6.8,33.3,2.3,0.4,20.4,22.2,-0.8,1.5,0.7,0.031,-1.5,0.6,-0.9,0.3,0,0,0,0
406,Jake Tsakalidis,C,26,MEM,51,732,17.3,0.632,0,0.527,13.1,22,17.6,3.2,1.1,3.5,16.1,16.1,1.5,1.4,2.8,0.186,-1.6,0.7,-0.9,0.2,0,0,0,1
407,Nikoloz Tskitishvili,SF-PF,22,MIN/PHO,17,99,8.3,0.417,0.081,0.378,10.3,14.4,12.4,4.2,0.5,1.4,12.2,22.4,-0.1,0.1,0,-0.023,-6.2,-2.5,-8.6,-0.2,0,0,0,0
408,Ronny Turiaf,PF,23,LAL,23,161,12.2,0.537,0,0.9,8.1,19,13.5,7.5,1,4.7,14.3,13.8,0.2,0.2,0.4,0.115,-3.4,1.1,-2.3,0,0,0,0,0
409,Hedo Turkoglu,SF,26,ORL,78,2615,16.7,0.578,0.323,0.338,3.4,12.1,7.9,14.3,1.5,0.6,11.4,20.6,5.8,1.9,7.6,0.14,2.7,-0.7,2.1,2.7,0,0,0,0
410,Ime Udoka,SF,28,NYK,8,114,6.1,0.413,0.125,0.25,3.2,15.1,9.1,8.4,0.5,0,7,11.4,0,0,0,0.001,-3.5,-1.8,-5.3,-0.1,0,0,0,0
411,Beno Udrih,PG,23,SAS,54,586,15.3,0.539,0.3,0.215,3.7,6.7,5.2,27.3,1.3,0.2,17.2,25.1,0.5,0.8,1.3,0.109,0.4,-1.7,-1.3,0.1,0,0,0,0
412,Nick Van Exel,PG,34,SAS,65,986,11,0.492,0.449,0.12,0.7,9.9,5.5,20.2,0.9,0.2,13.6,20.2,0.1,1.3,1.4,0.07,-1.2,-1.1,-2.3,-0.1,0,0,0,0
413,Keith Van Horn,SF,30,DAL,53,1090,13.8,0.54,0.351,0.292,6.1,15,10.6,5.7,1.6,0.8,14,21.8,1.1,1.2,2.3,0.101,0.3,-1.3,-1,0.3,0,0,0,0
414,Anderson Varejao,C,23,CLE,48,760,14.8,0.541,0.007,0.793,11.9,24.8,18.3,4,2.2,1.9,11.8,14,1.1,1.3,2.3,0.146,-1.8,1.1,-0.7,0.3,0,0,0,1
415,Jacque Vaughn,SG,30,NJN,80,1234,7.5,0.488,0.024,0.331,1.5,7.2,4.3,16.2,1.8,0.1,15.6,12.7,0,1.5,1.5,0.06,-4.5,0.1,-4.4,-0.8,0,0,0,0
416,Charlie Villanueva,PF,21,TOR,81,2361,16.4,0.521,0.228,0.17,9,18.4,13.5,6.5,1.3,2.1,8.9,21.7,2.9,1,3.9,0.079,0.3,-1.2,-0.9,0.6,0,0,0,0
417,Jake Voskuhl,C,28,CHA,51,818,11,0.47,0.011,0.23,8.3,18.3,13,7.9,1.6,2.2,10.3,17.4,0.2,0.9,1,0.061,-3.1,0.5,-2.6,-0.1,0,0,0,1
418,Jackson Vroman,PF,24,NOK,41,406,5.9,0.428,0,0.667,9.4,16,12.6,4.2,1.6,2.2,19.7,12.2,-0.3,0.4,0.1,0.014,-4.5,1,-3.5,-0.2,0,0,0,0
419,Sasha Vujacic,PG,21,LAL,82,1449,8.4,0.479,0.551,0.167,2.7,10.2,6.5,14.1,1.7,0.2,13,12.1,0.8,1.2,2,0.066,-1.4,-0.7,-2.1,0,0,0,0,0
420,Dwyane Wade,SG,24,MIA,75,2892,27.6,0.577,0.054,0.568,4.5,12.6,8.7,33,2.6,1.5,13.2,32.5,10.2,4.2,14.4,0.239,5.8,1.2,7,6.6,1,1,0,0
421,Von Wafer,SG,20,LAL,16,73,-1.6,0.241,0.447,0.211,8.1,4.8,6.4,8.2,2.2,0,2.4,26.6,-0.3,0.1,-0.3,-0.174,-6.6,-3.9,-10.6,-0.2,0,0,0,0
422,Antoine Walker,PF,29,MIA,82,2199,14.4,0.524,0.427,0.144,5.8,16.3,11.3,12.8,1.1,1,13.6,23.2,1.1,2.5,3.6,0.08,0.7,-0.4,0.3,1.3,0,0,0,0
423,Samaki Walker,PF,29,IND,7,22,-6.2,0.347,0,1,0,15.3,7.9,0,0,3.3,41,10.3,-0.1,0,0,-0.091,-11.5,0.3,-11.2,-0.1,0,0,0,0
424,Ben Wallace,C,31,DET,82,2890,17.5,0.501,0.009,0.637,12.2,25.9,19,8.2,2.8,4.6,12.9,11.2,3.3,6.9,10.1,0.168,-0.3,5.9,5.5,5.5,1,1,1,1
425,Gerald Wallace,SF,23,CHA,55,1895,21.3,0.578,0.085,0.52,7.1,18.9,12.6,8.8,3.7,4.7,12,19.3,3,3.4,6.4,0.163,0.9,4.1,5,3.3,0,0,0,0
426,Rasheed Wallace,PF,31,DET,80,2780,17.6,0.527,0.407,0.172,3.8,19.8,11.7,11.2,1.6,3.4,6.9,21.1,4,4.9,8.9,0.154,1.5,1.8,3.3,3.7,1,0,0,0
427,Matt Walsh,SG,23,MIA,2,3,-2.4,0.532,0,2,0,0,0,0,0,0,34.7,44.3,0,0,0,-0.642,-16.5,-6.4,-22.8,0,0,0,0,0
428,Luke Walton,SF,25,LAL,69,1333,11.6,0.477,0.168,0.232,7.8,14,10.9,17.9,1.6,0.9,17.7,15,0.6,1.3,2,0.071,-1.6,0.5,-1.1,0.3,0,0,0,0
429,Hakim Warrick,PF,23,MEM,68,724,11,0.499,0,0.504,7.3,16.8,12.1,7.5,1.1,2.3,16.7,22.5,-0.3,1.1,0.8,0.053,-5,-0.1,-5.1,-0.6,0,0,0,0
430,Earl Watson,PG,26,DEN/SEA,70,1578,14.6,0.558,0.534,0.218,1.8,10.1,5.9,29,2.2,0.5,19.6,19.7,1.7,1,2.7,0.081,1.8,-1.7,0.1,0.8,0,0,0,0
431,Chris Webber,PF,32,PHI,75,2893,18.4,0.482,0.054,0.245,7.4,22.6,15,16.4,1.8,1.6,10.4,27.7,1.1,3.3,4.4,0.074,-0.8,0.4,-0.3,1.2,0,0,0,0
432,Martell Webster,SG,19,POR,61,1070,11.6,0.533,0.523,0.204,3.2,11.5,7.3,5.5,1.1,1,10.2,18.7,0.8,0.1,0.9,0.039,-0.3,-2.9,-3.1,-0.3,0,0,0,0
433,Bonzi Wells,SG,29,SAC,52,1684,16.6,0.507,0.073,0.31,10,17.8,13.9,14.8,2.9,1.1,15.3,22.4,0.7,2.7,3.4,0.096,-0.3,2.1,1.9,1.6,0,0,0,0
434,Jiri Welsch,SF,26,MIL,58,866,9.8,0.482,0.221,0.392,3,12.4,7.6,11,2.1,0.1,13.6,15.9,0.1,0.7,0.8,0.043,-2.6,-0.3,-2.9,-0.2,0,0,0,0
435,David Wesley,SG,35,HOU,71,2372,9.6,0.546,0.483,0.333,1.2,7.5,4.4,14.6,1.4,0.2,15.7,15.3,1.4,2.2,3.6,0.072,-0.7,0.1,-0.6,0.8,0,0,0,0
436,David West,PF,25,NOK,74,2526,19.7,0.554,0.011,0.228,7.7,18.4,12.9,7.2,1.3,2.1,8.4,23,4.8,2.6,7.4,0.141,0.5,0.1,0.6,1.7,0,0,0,0
437,Delonte West,PG,22,BOS,71,2418,15.1,0.574,0.319,0.148,2.9,11.4,7.3,22.5,1.8,1.5,15.4,16.4,3.6,2.1,5.7,0.114,1.4,0.3,1.7,2.2,0,0,0,0
438,Robert Whaley,C,23,UTA,23,212,7.6,0.411,0,0.105,9.1,15.6,12.3,13.8,1.8,3.1,19,16.1,-0.2,0.3,0,0.004,-4.3,1.1,-3.2,-0.1,0,0,0,1
439,Chris Wilcox,C-PF,23,LAC/SEA,77,1529,17.3,0.605,0.004,0.34,9.3,22.5,15.9,5.7,1.1,1.7,12.2,17.5,3.2,1.2,4.4,0.138,-0.1,-0.9,-1,0.4,0,0,0,1
440,Damien Wilkins,SF,26,SEA,82,1525,13.1,0.529,0.129,0.372,6.2,9.1,7.6,10.8,2.5,0.6,14.4,17.4,1.7,0.1,1.7,0.054,-0.1,-1.4,-1.4,0.2,0,0,0,0
441,Mike Wilks,PG,26,CLE/SEA,47,348,5.8,0.398,0.211,0.456,3.1,10.4,6.7,13.9,2.1,0.2,18.2,17.3,-0.5,0.2,-0.3,-0.042,-4.7,-0.9,-5.6,-0.3,0,0,0,0
442,Aaron Williams,C,34,TOR/NOK,48,791,11.6,0.551,0,0.33,9.4,18.2,13.6,3.6,1.2,2.2,13,13.7,0.8,0.8,1.6,0.096,-2,0.1,-1.9,0,0,0,0,1
443,Alvin Williams,PG,31,TOR,1,10,-4.7,0.129,0.667,0.667,0,38.3,18.3,0,0,0,0,17.9,-0.1,0,-0.1,-0.278,-13.7,-7.9,-21.6,0,0,0,0,0
444,Deron Williams,PG,21,UTA,80,2307,12.4,0.5,0.272,0.168,1.8,8.4,5.1,28.6,1.4,0.6,14.4,20.3,1.5,1.3,2.8,0.059,0.1,-2.2,-2.2,-0.1,0,0,0,0
445,Eric Williams,SF,33,TOR,28,352,6.8,0.496,0.24,0.507,3.3,14.5,8.7,6.3,1,0.4,14.1,14,0,0,0.1,0.011,-3,-2,-5,-0.3,0,0,0,0
446,Jason Williams,PG,30,MIA,59,1874,15,0.561,0.475,0.162,0.4,8,4.4,24.5,1.5,0.2,13.3,18.5,3.2,1.6,4.8,0.124,1.9,-1.4,0.5,1.2,0,0,0,0
447,Louis Williams,PG,19,PHI,30,145,9,0.485,0.173,0.25,2.4,12.9,7.7,11.6,1.8,0,18.4,22.2,-0.2,0.1,-0.1,-0.036,-4.9,-2.6,-7.4,-0.2,0,0,0,0
448,Marvin Williams,PF,19,ATL,79,1952,12.2,0.523,0.1,0.476,7.3,16.5,11.8,5.2,1.3,0.9,11.4,16.9,2.1,0.7,2.8,0.069,-1.7,-1.9,-3.6,-0.8,0,0,0,0
449,Mo Williams,PG,23,MIL,58,1531,15,0.518,0.304,0.18,2.3,8.9,5.5,26.1,1.8,0.4,13.4,23.4,1.5,1,2.5,0.079,1.2,-1.6,-0.5,0.6,0,0,0,0
450,Corliss Williamson,SF,32,SAC,37,362,8.1,0.506,0.019,0.476,6.9,14.7,10.8,6.2,1,0.8,19.4,19.6,-0.2,0.4,0.2,0.021,-5.2,-1.3,-6.4,-0.4,0,0,0,0
451,Loren Woods,C,27,TOR,27,324,12.3,0.476,0.017,0.237,15.9,26,20.8,1.8,1.5,5.6,19.7,11.6,0.1,0.3,0.4,0.064,-3.5,0.8,-2.7,-0.1,0,0,0,1
452,Qyntel Woods,SF,24,NYK,49,1013,12.4,0.572,0.236,0.299,5.2,17.7,11.4,8,1.7,1.1,17.5,15.6,0.7,0.6,1.3,0.061,-0.6,-0.2,-0.8,0.3,0,0,0,0
453,Metta World Peace,SF,26,IND/SAC,56,2207,15.2,0.491,0.292,0.352,4,11,7.6,15.8,2.9,1.4,11.6,23.6,0.5,3.2,3.7,0.081,0.3,1.3,1.6,2,0,0,1,0
454,Antoine Wright,SG,21,NJN,39,370,0.7,0.386,0.185,0.272,2.5,7.1,4.8,5.2,0.6,0.7,18.8,14.2,-0.8,0.3,-0.5,-0.062,-7.6,-0.5,-8.1,-0.6,0,0,0,0
455,Bracey Wright,SG,21,MIN,7,135,12.1,0.534,0.333,0.314,2.7,13,8,6.5,0.4,0,12.1,23.2,0.1,0.1,0.2,0.054,-2.2,-3.5,-5.6,-0.1,0,0,0,0
456,Dorell Wright,SF,20,MIA,20,132,13.2,0.574,0.14,0.395,1.9,25.6,14.3,9.8,1.2,0.6,21.7,22.6,0,0.2,0.2,0.064,-4.3,-0.8,-5.2,-0.1,0,0,0,0
457,Lorenzen Wright,C,30,MEM,78,1689,12.2,0.496,0.005,0.288,10.3,18,14.2,4.9,1.7,2.2,12.8,15.1,0.8,3,3.7,0.106,-2.8,1.7,-1.2,0.4,0,0,0,1
458,Derrick Zimmerman,PG,24,NJN,2,32,5.5,0.667,0,0,3.6,11.2,7.3,34.2,0,0,57.1,10.3,0,0,0,0.004,-6.9,-2,-8.9,-0.1,0,0,0,0
